Tiempo,Xcom,Ycom,Zcom,x_robot,y_robot,z_robot,angulo_x,angulo_y,angulo_z,aceleracion_x,aceleracion_y,aceleracion_z,velocidad_angular_x,velocidad_angular_y,velocidad_angular_z,campo_magnetico_x,campo_magnetico_y,campo_magnetico_z,Xzmp_Juanlo,Yzmp_Juanlo,fx0,fy0,fz0,mx0,my0,mz0,Xzmp0,Yzmp0,fx1,fy1,fz1,mx1,my1,mz1,Xzmp1,Yzmp1,Xzmp_Loli,Yzmp_Loli
50.09,0,0,103.66,0.16,-0.17,-9.79,178.89,-0.75,26.79,0.41,0.22,-10.01,-0.30,-0.24,-0.50,0.32,0.14,0.87,26.68,-18.03,12.02,-6.77,-260.14,100.05,177.24,6.65,69.03,-37.95,-15.28,10.55,-285.20,-67.92,54.17,-11.67,17.95,23.10,8.73,-6.03
50.12,0,0,103.66,0.14,-0.17,-9.80,178.90,-0.76,26.79,-0.06,0.16,-9.96,0.11,1.00,0.12,0.32,0.14,0.87,24.85,-17.79,12.25,-7.00,-259.73,99.76,177.27,6.80,69.17,-37.89,-15.32,10.87,-285.15,-68.61,54.58,-12.56,18.10,23.32,8.85,-5.86
50.19,0,0,103.66,0.13,-0.17,-9.79,178.92,-0.76,26.79,0.03,0.24,-9.85,0.27,-0.07,-0.77,0.33,0.14,0.87,24.44,-18.22,12.25,-6.84,-259.68,99.55,177.20,6.63,69.15,-37.82,-14.82,11.66,-285.10,-68.20,54.51,-10.77,18.11,23.13,8.85,-5.93
50.22,0,0,103.66,0.14,-0.17,-9.79,178.92,-0.77,26.79,0.14,0.20,-9.79,-0.09,0.95,0.03,0.33,0.14,0.87,24.70,-18.24,12.25,-6.84,-259.27,99.49,177.16,6.56,69.25,-37.86,-14.27,12.00,-285.10,-68.69,54.26,-10.54,18.06,23.28,8.85,-5.84
50.24,0,0,103.66,0.14,-0.17,-9.80,178.92,-0.78,26.79,0.17,0.22,-9.74,0.34,0.80,-0.39,0.32,0.13,0.87,25.21,-18.37,12.09,-7.01,-259.47,99.30,177.18,6.63,69.19,-37.75,-14.62,11.47,-286.16,-69.25,54.80,-11.58,18.16,23.42,8.84,-5.67
50.26,0,0,103.66,0.13,-0.17,-9.79,178.93,-0.77,26.79,0.10,0.15,-9.78,0.18,0.06,-0.46,0.33,0.14,0.87,23.73,-18.14,12.63,-7.05,-259.47,99.29,177.00,6.78,69.16,-37.74,-16.24,11.09,-286.11,-69.07,55.08,-11.33,18.15,23.39,8.82,-5.68
50.28,0,0,103.66,0.12,-0.17,-9.80,178.93,-0.78,26.80,0.01,0.15,-9.84,-0.00,0.69,-0.49,0.32,0.14,0.86,22.68,-18.03,12.17,-6.77,-259.68,99.44,177.12,6.56,69.12,-37.79,-13.55,11.64,-285.79,-68.95,54.41,-10.69,18.12,23.33,8.81,-5.76
50.31,0,0,103.66,0.11,-0.17,-9.80,178.92,-0.77,26.79,0.03,0.17,-9.88,-0.57,0.21,-0.32,0.33,0.14,0.87,22.23,-18.04,12.56,-7.44,-259.73,99.49,177.06,6.93,69.11,-37.75,-14.72,12.42,-286.11,-68.61,54.52,-9.79,18.06,23.14,8.76,-5.84
50.34,0,0,103.66,0.12,-0.17,-9.80,178.92,-0.76,26.81,0.10,0.16,-9.86,-0.53,0.23,-0.99,0.33,0.14,0.87,22.42,-17.96,12.42,-6.67,-260.09,99.68,177.06,6.48,69.00,-37.83,-16.10,10.93,-285.31,-68.55,54.78,-11.88,18.11,23.28,8.79,-5.86
50.38,0,0,103.66,0.12,-0.17,-9.81,178.91,-0.75,26.79,0.24,0.18,-9.85,-0.21,0.19,0.16,0.33,0.14,0.87,22.84,-18.13,12.09,-6.67,-260.09,99.94,177.16,6.65,69.02,-37.93,-15.36,10.99,-285.15,-68.54,54.70,-12.26,18.14,23.29,8.82,-5.91
50.40,0,0,103.66,0.12,-0.17,-9.81,178.91,-0.75,26.78,0.11,0.19,-9.79,-0.01,-0.12,0.28,0.33,0.14,0.87,22.73,-18.25,12.32,-6.96,-260.56,100.05,177.15,6.86,68.91,-37.88,-15.64,12.08,-285.26,-67.99,54.55,-10.26,18.06,23.01,8.74,-6.06
50.43,0,0,103.66,0.12,-0.17,-9.81,178.92,-0.74,26.78,0.29,0.18,-9.78,0.12,0.38,-0.19,0.32,0.14,0.87,22.71,-18.37,12.09,-6.82,-260.35,99.95,177.15,6.80,68.94,-37.88,-15.58,10.28,-285.42,-67.98,54.69,-12.33,18.10,23.12,8.77,-5.98
50.46,0,0,103.66,0.13,-0.18,-9.81,178.92,-0.73,26.78,0.09,0.18,-9.73,0.14,-0.62,-0.88,0.33,0.14,0.87,24.05,-18.56,12.25,-7.00,-260.56,100.11,177.28,6.73,68.95,-37.90,-15.70,10.97,-285.57,-67.92,54.84,-12.35,18.14,23.04,8.79,-6.04
50.49,0,0,103.66,0.13,-0.17,-9.81,178.92,-0.73,26.79,0.27,0.17,-9.72,-0.48,0.65,-0.22,0.33,0.14,0.87,24.35,-18.45,12.17,-6.75,-260.14,100.05,177.15,6.73,69.00,-37.96,-15.80,11.90,-284.67,-67.74,54.59,-11.54,18.10,22.99,8.82,-6.11
50.52,0,0,103.66,0.13,-0.18,-9.81,178.91,-0.75,26.79,0.12,0.16,-9.82,-0.05,0.32,-0.04,0.32,0.14,0.87,24.40,-18.73,12.25,-6.90,-260.14,100.05,177.07,6.63,68.98,-37.94,-14.64,10.73,-284.78,-68.07,54.36,-11.83,18.09,23.17,8.80,-6.00
50.55,0,0,103.66,0.12,-0.18,-9.82,178.90,-0.75,26.77,-0.12,0.18,-9.85,-0.51,0.23,0.09,0.33,0.13,0.87,23.13,-18.85,12.17,-6.90,-260.14,99.84,177.18,6.71,69.01,-37.87,-14.39,11.58,-285.15,-68.36,54.59,-11.45,18.17,23.18,8.84,-5.94
50.58,0,0,103.66,0.11,-0.18,-9.83,178.91,-0.75,26.79,-0.06,0.25,-9.89,0.21,0.26,-0.11,0.32,0.14,0.86,21.72,-19.28,12.40,-7.13,-259.94,99.86,177.16,6.78,69.08,-37.88,-16.32,10.81,-285.95,-68.76,54.76,-11.96,18.04,23.31,8.76,-5.83
50.61,0,0,103.66,0.10,-0.19,-9.83,178.91,-0.75,26.78,0.02,0.22,-9.88,-0.94,0.59,-0.55,0.33,0.14,0.87,20.78,-19.65,12.17,-6.73,-259.88,99.68,176.95,6.63,69.00,-37.85,-15.02,11.66,-285.73,-68.84,54.74,-11.35,18.14,23.30,8.77,-5.83
50.64,0,0,103.66,0.10,-0.19,-9.83,178.92,-0.74,26.79,0.10,0.19,-9.79,0.25,-0.28,-0.90,0.32,0.14,0.87,20.92,-19.72,12.25,-7.00,-259.73,99.45,177.11,6.86,69.10,-37.77,-15.14,12.18,-285.89,-68.78,54.77,-11.00,18.13,23.23,8.81,-5.81
50.68,0,0,103.66,0.10,-0.19,-9.83,178.91,-0.75,26.76,0.09,0.19,-9.85,-0.37,0.65,0.21,0.33,0.14,0.87,21.17,-19.78,12.56,-7.28,-259.94,99.40,177.07,6.86,69.06,-37.70,-15.24,11.84,-286.11,-68.92,54.67,-10.67,18.08,23.29,8.76,-5.74
50.70,0,0,103.66,0.09,-0.19,-9.83,178.90,-0.76,26.75,0.21,0.20,-9.87,-0.73,-0.18,-0.61,0.32,0.14,0.86,20.09,-19.68,12.63,-7.23,-259.52,99.51,177.16,6.86,69.21,-37.80,-16.02,11.90,-285.89,-68.66,54.82,-10.67,18.09,23.21,8.82,-5.82
50.74,0,0,103.66,0.10,-0.19,-9.82,178.91,-0.76,26.74,0.06,0.17,-9.95,-0.06,0.31,-0.07,0.33,0.14,0.87,20.74,-19.77,12.54,-7.36,-259.52,99.44,177.02,7.01,69.14,-37.77,-15.68,10.99,-285.52,-68.69,54.66,-12.11,18.08,23.31,8.81,-5.77
50.78,0,0,103.66,0.11,-0.18,-9.83,178.91,-0.76,26.74,0.30,0.14,-9.89,-0.16,0.11,0.23,0.33,0.14,0.87,22.14,-19.24,12.40,-6.80,-260.09,99.68,176.95,6.71,68.96,-37.82,-16.00,11.29,-285.10,-68.58,54.74,-12.26,18.11,23.29,8.78,-5.86
50.80,0,0,103.66,0.12,-0.18,-9.83,178.91,-0.76,26.76,0.27,0.18,-9.89,-0.44,0.38,-0.55,0.33,0.14,0.87,22.82,-19.14,12.09,-6.92,-259.68,99.68,177.10,6.48,69.10,-37.87,-14.98,11.68,-285.57,-68.21,54.63,-12.13,18.11,23.09,8.81,-5.94
50.82,0,0,103.66,0.11,-0.18,-9.84,178.90,-0.75,26.75,0.03,0.21,-9.92,-0.75,0.13,-0.10,0.33,0.14,0.87,22.07,-19.05,12.40,-6.82,-260.14,99.84,177.08,6.71,69.00,-37.87,-16.28,12.22,-284.83,-68.04,54.95,-10.39,18.18,23.06,8.85,-6.03
50.85,0,0,103.66,0.12,-0.18,-9.85,178.91,-0.76,26.72,0.21,0.15,-9.94,0.09,0.24,-0.08,0.33,0.14,0.87,22.62,-19.04,12.17,-7.05,-260.40,100.05,177.19,6.80,68.95,-37.89,-15.38,10.95,-284.94,-68.25,54.56,-11.83,18.10,23.21,8.79,-5.97
50.88,0,0,103.66,0.12,-0.18,-9.86,178.91,-0.76,26.77,0.09,0.20,-9.97,0.10,0.21,-0.45,0.32,0.14,0.87,23.06,-19.28,12.17,-6.75,-260.56,100.05,177.15,6.65,68.90,-37.89,-15.68,11.27,-285.15,-67.72,54.78,-11.00,18.15,22.98,8.79,-6.09
50.91,0,0,103.66,0.13,-0.18,-9.85,178.91,-0.75,26.71,0.19,0.17,-9.75,0.44,0.55,-0.58,0.33,0.14,0.87,23.91,-19.29,12.25,-6.82,-260.35,100.01,177.12,6.73,68.95,-37.90,-16.00,11.43,-284.67,-68.10,54.92,-11.15,18.20,23.14,8.85,-6.02
50.94,0,0,103.66,0.14,-0.18,-9.84,178.91,-0.75,26.69,0.22,0.19,-9.75,-0.37,0.64,-0.40,0.33,0.14,0.87,24.53,-19.44,12.32,-7.11,-260.40,100.03,177.04,6.93,68.91,-37.89,-15.06,11.27,-285.36,-67.92,54.70,-10.77,18.15,23.04,8.78,-6.03
50.97,0,0,103.66,0.12,-0.18,-9.84,178.90,-0.75,26.69,-0.14,0.17,-9.84,-0.22,-0.18,-0.04,0.33,0.14,0.87,22.55,-19.38,12.27,-6.80,-260.30,99.92,177.06,6.56,68.93,-37.88,-15.08,12.64,-285.04,-67.92,54.36,-10.26,18.04,22.97,8.75,-6.08
51.00,0,0,103.66,0.12,-0.18,-9.84,178.90,-0.74,26.67,0.12,0.20,-9.74,-0.48,0.03,-0.02,0.33,0.14,0.87,22.60,-19.45,12.25,-7.11,-260.35,99.74,176.99,6.86,68.89,-37.78,-14.92,11.41,-285.15,-68.22,54.41,-11.52,18.07,23.15,8.74,-5.93
51.03,0,0,103.66,0.12,-0.18,-9.84,178.89,-0.74,26.67,0.39,0.10,-9.80,-0.25,0.14,0.33,0.33,0.14,0.87,23.12,-19.02,12.25,-6.98,-260.14,99.90,177.12,6.71,69.00,-37.88,-15.64,11.01,-285.52,-68.36,54.81,-11.66,18.13,23.19,8.80,-5.92
51.06,0,0,103.66,0.13,-0.18,-9.84,178.89,-0.74,26.68,0.27,0.21,-9.79,0.16,0.23,-0.24,0.33,0.14,0.87,24.08,-19.17,12.25,-7.13,-259.94,99.75,177.00,6.86,69.01,-37.84,-14.64,12.04,-285.73,-68.87,54.54,-11.15,18.09,23.28,8.76,-5.83
51.09,0,0,103.66,0.12,-0.18,-9.85,178.89,-0.76,26.67,0.12,0.13,-9.90,-0.17,0.73,-0.17,0.32,0.14,0.86,23.24,-18.96,12.09,-6.69,-259.88,99.70,177.15,6.56,69.07,-37.86,-13.91,11.39,-286.37,-68.88,54.56,-11.60,18.11,23.28,8.77,-5.81
51.12,0,0,103.66,0.12,-0.18,-9.85,178.89,-0.75,26.66,0.12,0.17,-9.80,-0.14,-0.70,-0.13,0.33,0.14,0.87,23.29,-19.03,12.19,-6.88,-260.09,99.68,176.95,6.63,68.94,-37.81,-15.22,11.13,-285.73,-68.74,54.62,-11.73,18.08,23.30,8.73,-5.82
51.16,0,0,103.66,0.14,-0.18,-9.85,178.89,-0.75,26.64,0.20,0.21,-9.78,-0.05,0.29,-0.12,0.33,0.14,0.87,24.99,-19.20,12.17,-6.77,-260.09,99.71,177.24,6.58,69.05,-37.83,-14.74,11.56,-285.73,-68.91,54.71,-11.81,18.15,23.33,8.82,-5.81
51.18,0,0,103.66,0.15,-0.18,-9.85,178.89,-0.74,26.64,0.18,0.21,-9.86,-0.10,0.03,-0.07,0.32,0.14,0.87,26.28,-18.96,12.40,-6.98,-259.94,99.68,177.04,6.78,69.04,-37.83,-15.74,11.58,-286.11,-68.70,55.00,-11.73,18.16,23.23,8.79,-5.84
51.22,0,0,103.66,0.15,-0.18,-9.85,178.89,-0.74,26.62,0.06,0.18,-9.87,-0.06,-0.13,-0.17,0.33,0.14,0.87,26.48,-18.77,12.25,-6.82,-259.88,99.74,177.10,6.63,69.06,-37.87,-15.76,11.68,-285.47,-68.36,54.81,-11.15,18.13,23.15,8.81,-5.93
51.24,0,0,103.66,0.16,-0.17,-9.85,178.90,-0.73,26.64,0.15,0.12,-9.88,0.17,-0.06,-0.31,0.32,0.14,0.87,26.75,-18.39,12.25,-7.13,-260.14,99.84,177.07,6.78,68.98,-37.85,-15.16,11.74,-285.52,-68.35,54.65,-11.83,18.11,23.14,8.77,-5.94
51.28,0,0,103.66,0.15,-0.17,-9.85,178.90,-0.71,26.59,-0.01,0.19,-9.88,-0.17,0.26,-0.12,0.33,0.14,0.87,26.23,-18.39,12.32,-6.73,-260.14,99.88,177.03,6.71,68.97,-37.89,-15.60,12.16,-285.68,-68.24,54.65,-11.15,18.07,23.06,8.74,-5.99
51.32,0,0,103.66,0.15,-0.17,-9.85,178.90,-0.72,26.62,0.14,0.18,-9.83,0.28,0.40,-0.14,0.32,0.14,0.86,25.90,-18.29,12.40,-6.96,-260.35,100.03,177.06,6.71,68.93,-37.90,-16.63,11.80,-285.26,-68.29,54.97,-11.00,18.14,23.14,8.79,-5.99
51.34,0,0,103.66,0.15,-0.17,-9.84,178.90,-0.72,26.62,0.07,0.12,-9.73,-0.56,0.57,-0.25,0.32,0.14,0.87,25.94,-18.06,12.25,-6.96,-260.35,100.03,177.00,6.78,68.90,-37.90,-15.26,11.21,-284.94,-67.95,54.52,-11.22,18.10,23.08,8.76,-6.04
51.36,0,0,103.66,0.14,-0.17,-9.83,178.89,-0.72,26.61,0.06,0.17,-9.73,-0.18,0.39,-0.70,0.33,0.14,0.87,24.68,-18.19,12.17,-7.03,-260.76,100.03,177.04,6.86,68.80,-37.84,-16.69,11.43,-285.26,-68.09,54.80,-11.30,18.07,23.09,8.71,-6.01
51.39,0,0,103.66,0.12,-0.17,-9.82,178.90,-0.73,26.62,0.00,0.18,-9.64,-0.25,0.65,-0.22,0.32,0.14,0.87,23.30,-18.23,12.32,-7.11,-260.14,100.03,177.06,6.78,68.98,-37.92,-15.74,11.86,-285.52,-68.18,54.80,-11.75,18.12,23.07,8.78,-6.01
51.42,0,0,103.66,0.13,-0.17,-9.81,178.89,-0.73,26.59,0.24,0.19,-9.71,-0.48,0.44,-0.07,0.33,0.14,0.87,24.44,-18.15,12.25,-6.96,-260.14,99.98,177.02,6.71,68.96,-37.91,-15.30,11.80,-285.31,-68.04,54.62,-10.69,18.10,23.05,8.77,-6.03
51.45,0,0,103.66,0.13,-0.17,-9.80,178.89,-0.72,26.57,0.03,0.13,-9.84,-0.45,0.39,-0.50,0.33,0.14,0.87,23.54,-18.04,12.17,-6.75,-259.88,99.83,177.08,6.63,69.05,-37.91,-15.48,11.19,-285.57,-68.30,54.97,-11.88,18.20,23.16,8.84,-5.94
51.48,0,0,103.66,0.13,-0.17,-9.80,178.88,-0.71,26.59,0.25,0.11,-9.82,-0.57,-0.21,-0.46,0.32,0.14,0.87,24.38,-17.62,12.32,-6.75,-259.88,99.72,177.00,6.63,69.03,-37.87,-14.76,11.29,-285.36,-68.46,54.61,-11.75,18.13,23.22,8.80,-5.90
51.52,0,0,103.66,0.13,-0.17,-9.80,178.88,-0.71,26.57,0.09,0.18,-9.86,0.30,0.25,-0.06,0.33,0.14,0.87,23.85,-17.63,12.25,-6.98,-259.88,99.79,177.03,6.63,69.03,-37.88,-14.92,11.92,-285.52,-68.58,54.84,-10.84,18.19,23.21,8.83,-5.90
51.54,0,0,103.66,0.13,-0.17,-9.81,178.88,-0.72,26.57,0.19,0.20,-9.83,-0.21,0.13,-0.42,0.33,0.14,0.87,23.66,-17.68,12.25,-7.05,-259.52,99.68,177.00,6.71,69.12,-37.88,-14.58,11.17,-286.21,-68.56,54.95,-11.13,18.21,23.20,8.83,-5.85
51.57,0,0,103.66,0.15,-0.17,-9.81,178.88,-0.72,26.57,0.23,0.23,-9.85,-0.23,0.32,0.47,0.32,0.14,0.87,25.60,-17.99,12.17,-7.36,-259.73,99.66,177.08,6.86,69.09,-37.82,-14.51,11.96,-285.89,-68.78,54.87,-9.92,18.21,23.25,8.84,-5.82
51.60,0,0,103.66,0.14,-0.17,-9.81,178.88,-0.73,26.55,0.05,0.15,-9.81,-0.45,-0.03,-0.12,0.32,0.14,0.86,25.20,-17.71,12.09,-7.00,-259.52,99.84,177.16,6.80,69.17,-37.95,-15.30,11.70,-286.32,-68.71,54.91,-11.13,18.14,23.21,8.81,-5.87
51.64,0,0,103.66,0.12,-0.17,-9.81,178.87,-0.72,26.54,-0.02,0.16,-9.72,0.07,0.60,0.06,0.32,0.14,0.87,23.05,-18.03,12.17,-6.90,-259.88,99.79,177.04,6.56,69.03,-37.88,-14.90,11.54,-285.73,-68.71,54.82,-11.05,18.18,23.26,8.81,-5.86
51.68,0,0,103.66,0.12,-0.17,-9.81,178.86,-0.72,26.52,0.17,0.18,-9.76,-0.53,0.25,-0.33,0.33,0.14,0.87,22.52,-17.86,12.02,-6.75,-259.88,99.79,177.03,6.63,69.01,-37.89,-14.47,11.37,-285.79,-68.43,54.91,-11.81,18.23,23.17,8.83,-5.91
51.70,0,0,103.66,0.13,-0.17,-9.80,178.87,-0.71,26.55,0.35,0.17,-9.74,0.09,-0.25,-1.04,0.33,0.14,0.87,23.74,-18.08,12.32,-7.03,-260.14,99.98,177.00,6.86,68.96,-37.91,-14.55,11.01,-284.94,-68.35,54.67,-11.37,18.20,23.24,8.84,-5.94
51.72,0,0,103.66,0.12,-0.17,-9.80,178.88,-0.72,26.54,0.06,0.17,-9.88,-0.06,-0.03,0.41,0.33,0.14,0.87,23.39,-18.06,12.32,-6.73,-260.35,99.88,177.03,6.71,68.91,-37.86,-15.10,11.74,-285.57,-68.28,54.82,-11.83,18.17,23.11,8.78,-5.97
51.76,0,0,103.66,0.12,-0.17,-9.80,178.87,-0.72,26.53,0.06,0.14,-9.86,-0.49,0.47,0.56,0.33,0.14,0.87,22.68,-17.68,12.42,-6.96,-260.56,99.87,176.92,6.71,68.83,-37.81,-15.62,12.26,-284.41,-68.13,54.73,-10.69,18.18,23.12,8.81,-6.01
51.78,0,0,103.66,0.11,-0.16,-9.80,178.86,-0.72,26.53,0.05,0.12,-9.75,-0.81,0.22,-0.58,0.32,0.14,0.87,21.97,-17.22,12.40,-6.96,-260.14,99.98,177.02,6.86,68.97,-37.91,-15.88,11.54,-285.31,-67.98,54.63,-11.60,18.07,23.04,8.76,-6.03
51.82,0,0,103.66,0.11,-0.16,-9.79,178.86,-0.72,26.53,0.03,0.16,-9.76,-0.01,-0.20,-0.07,0.32,0.14,0.86,21.80,-17.10,11.94,-7.13,-260.14,100.01,177.15,6.93,68.99,-37.91,-15.56,11.70,-285.95,-68.06,54.76,-10.47,18.09,23.01,8.75,-6.01
51.86,0,0,103.66,0.12,-0.16,-9.79,178.87,-0.71,26.52,0.35,0.16,-9.76,0.22,0.01,0.48,0.33,0.14,0.87,22.85,-17.34,12.48,-6.96,-260.09,99.98,177.02,6.63,68.99,-37.92,-15.84,11.60,-285.52,-68.30,54.95,-11.37,18.17,23.13,8.81,-5.97
51.88,0,0,103.66,0.12,-0.16,-9.78,178.88,-0.72,26.53,-0.00,0.18,-9.69,0.49,0.80,-0.26,0.33,0.14,0.87,22.91,-17.34,12.40,-7.26,-260.35,99.94,176.96,6.86,68.90,-37.85,-16.44,11.68,-285.47,-67.84,54.92,-10.69,18.12,22.97,8.75,-6.04
51.90,0,0,103.66,0.12,-0.17,-9.77,178.89,-0.72,26.51,0.07,0.23,-9.72,-0.03,0.44,-0.49,0.33,0.14,0.87,22.53,-17.61,12.56,-7.11,-260.14,99.87,176.93,6.71,68.95,-37.86,-15.64,11.64,-285.10,-68.54,54.70,-11.75,18.12,23.25,8.79,-5.91
51.93,0,0,103.66,0.13,-0.17,-9.77,178.89,-0.72,26.53,0.26,0.11,-9.75,0.01,0.34,0.01,0.32,0.14,0.87,23.57,-17.54,12.32,-7.03,-260.14,99.98,177.02,6.71,68.96,-37.91,-15.18,12.04,-285.04,-68.61,54.66,-11.45,18.14,23.25,8.80,-5.93
51.96,0,0,103.66,0.12,-0.17,-9.77,178.88,-0.72,26.52,-0.03,0.18,-9.71,0.09,-0.05,0.09,0.33,0.14,0.87,23.11,-17.64,12.56,-6.98,-260.09,99.63,177.00,6.71,68.99,-37.78,-15.60,10.99,-285.15,-68.35,54.69,-12.33,18.12,23.22,8.80,-5.88
52.00,0,0,103.66,0.13,-0.17,-9.78,178.89,-0.71,26.53,0.26,0.17,-9.82,-0.10,-0.06,-0.24,0.32,0.14,0.87,24.48,-17.54,11.88,-6.52,-260.09,99.83,177.08,6.58,68.97,-37.90,-14.49,12.22,-286.16,-68.93,54.41,-11.15,18.03,23.26,8.70,-5.86
52.02,0,0,103.66,0.13,-0.16,-9.79,178.90,-0.71,26.53,0.20,0.16,-9.78,0.36,0.01,-0.14,0.33,0.14,0.87,24.25,-17.37,12.09,-6.98,-259.94,99.64,177.10,6.71,69.03,-37.81,-14.70,11.68,-285.73,-68.70,54.73,-11.90,18.16,23.25,8.80,-5.84
52.06,0,0,103.66,0.13,-0.17,-9.78,178.89,-0.71,26.54,0.07,0.17,-9.68,-0.81,0.51,-0.54,0.32,0.13,0.86,24.46,-17.57,12.40,-6.96,-260.14,99.83,176.98,6.71,68.95,-37.86,-15.06,11.60,-285.31,-68.50,54.62,-10.77,18.12,23.22,8.78,-5.91
52.08,0,0,103.66,0.13,-0.17,-9.77,178.88,-0.70,26.54,0.07,0.21,-9.64,-0.03,0.39,-0.47,0.33,0.14,0.87,23.55,-18.13,12.40,-6.80,-259.88,99.76,176.85,6.63,68.98,-37.88,-15.06,12.48,-285.04,-68.43,54.47,-10.92,18.08,23.16,8.77,-5.95
52.12,0,0,103.66,0.12,-0.17,-9.76,178.88,-0.70,26.55,-0.07,0.20,-9.71,-0.10,0.10,-0.54,0.33,0.14,0.87,22.73,-18.25,12.09,-6.82,-260.09,99.84,177.07,6.63,68.98,-37.88,-15.56,11.29,-285.95,-68.56,54.85,-12.03,18.13,23.21,8.76,-5.89
52.14,0,0,103.66,0.11,-0.17,-9.76,178.88,-0.69,26.55,0.08,0.17,-9.77,-0.08,0.13,-0.50,0.32,0.14,0.87,22.18,-18.09,12.40,-7.11,-260.35,99.76,176.84,6.71,68.85,-37.79,-16.20,12.02,-285.68,-68.30,54.82,-10.39,18.09,23.09,8.70,-5.94
52.18,0,0,103.66,0.11,-0.17,-9.76,178.89,-0.69,26.56,0.10,0.20,-9.85,-0.06,-0.02,-0.28,0.33,0.14,0.87,21.48,-17.94,12.11,-6.82,-260.76,100.05,177.15,6.63,68.84,-37.86,-15.58,11.11,-285.57,-68.46,55.03,-11.88,18.21,23.22,8.79,-5.93
52.20,0,0,103.66,0.11,-0.17,-9.76,178.88,-0.69,26.56,0.09,0.18,-9.84,-0.10,0.42,-0.53,0.32,0.14,0.87,21.68,-18.09,12.25,-7.11,-260.56,99.94,177.02,6.86,68.85,-37.83,-15.26,11.56,-285.57,-68.11,54.96,-11.90,18.21,23.07,8.78,-5.99
52.24,0,0,103.66,0.11,-0.17,-9.76,178.89,-0.69,26.55,0.02,0.14,-9.79,0.20,0.58,0.03,0.33,0.14,0.87,21.86,-17.99,12.34,-6.88,-260.30,99.92,176.98,6.63,68.91,-37.88,-15.58,11.37,-285.52,-68.06,54.88,-11.45,18.16,23.06,8.77,-6.00
52.26,0,0,103.66,0.11,-0.17,-9.77,178.89,-0.68,26.55,0.10,0.12,-9.88,-0.22,-0.02,-0.08,0.33,0.14,0.87,21.51,-17.67,12.25,-6.80,-260.35,100.02,176.96,6.78,68.88,-37.91,-15.08,11.58,-285.15,-68.21,54.62,-11.83,18.13,23.13,8.76,-6.00
52.30,0,0,103.66,0.09,-0.17,-9.77,178.88,-0.68,26.55,0.09,0.15,-9.74,-0.25,0.03,0.26,0.33,0.14,0.87,20.18,-17.54,12.17,-7.01,-260.35,100.07,176.89,6.78,68.85,-37.92,-14.94,11.29,-285.57,-68.04,54.63,-11.15,18.12,23.06,8.72,-6.02
52.32,0,0,103.66,0.09,-0.16,-9.77,178.90,-0.70,26.54,-0.02,0.12,-9.82,0.28,0.73,-0.11,0.32,0.13,0.87,19.75,-17.28,12.17,-6.88,-260.09,99.92,176.98,6.63,68.95,-37.91,-15.04,11.49,-286.00,-68.26,54.97,-11.83,18.20,23.09,8.78,-5.96
52.36,0,0,103.66,0.09,-0.16,-9.77,178.90,-0.70,26.55,0.12,0.17,-9.84,-0.35,-0.05,0.15,0.32,0.14,0.86,20.02,-17.46,12.40,-6.96,-260.14,100.07,177.00,6.71,68.97,-37.95,-15.84,11.31,-285.95,-68.63,55.14,-11.43,18.21,23.23,8.80,-5.91
52.38,0,0,103.66,0.10,-0.17,-9.77,178.90,-0.71,26.55,0.28,0.22,-9.83,-0.32,0.73,-0.13,0.33,0.14,0.87,21.27,-17.97,12.42,-6.96,-260.30,99.82,176.88,6.63,68.88,-37.83,-13.61,11.51,-285.57,-68.40,54.63,-10.09,18.21,23.17,8.78,-5.92
52.42,0,0,103.66,0.10,-0.17,-9.77,178.90,-0.71,26.54,0.03,0.22,-9.85,-0.12,0.33,-0.01,0.32,0.13,0.87,21.26,-18.32,12.25,-7.19,-260.14,99.79,176.98,6.86,68.94,-37.82,-15.22,11.62,-285.95,-68.56,54.95,-11.28,18.18,23.19,8.78,-5.88
52.44,0,0,103.66,0.09,-0.17,-9.78,178.91,-0.71,26.56,0.11,0.15,-9.87,0.20,0.86,-0.11,0.33,0.14,0.87,20.00,-18.22,12.17,-6.75,-260.09,99.88,177.12,6.58,69.01,-37.90,-14.78,11.72,-285.52,-68.43,54.85,-11.75,18.21,23.17,8.83,-5.94
52.48,0,0,103.66,0.10,-0.17,-9.79,178.90,-0.71,26.55,0.20,0.20,-9.85,-0.46,0.81,-0.07,0.32,0.14,0.87,21.07,-18.27,12.32,-6.80,-259.94,99.87,176.93,6.71,68.99,-37.91,-14.98,11.68,-285.73,-68.43,54.88,-11.00,18.19,23.15,8.80,-5.94
52.50,0,0,103.66,0.10,-0.17,-9.79,178.90,-0.71,26.56,-0.02,0.17,-9.79,-0.63,-0.11,-0.10,0.32,0.14,0.87,20.56,-17.94,12.09,-6.73,-259.68,99.68,176.95,6.63,69.04,-37.88,-15.78,11.21,-285.52,-68.69,55.11,-12.33,18.23,23.30,8.84,-5.84
52.54,0,0,103.66,0.09,-0.17,-9.79,178.90,-0.71,26.55,0.19,0.17,-9.79,0.27,0.32,-0.23,0.33,0.14,0.87,20.17,-18.24,12.40,-7.11,-260.14,99.87,176.92,6.78,68.93,-37.86,-14.70,11.82,-285.73,-68.50,54.87,-11.75,18.20,23.17,8.79,-5.92
